0.35333;1.309
0.4391;0.98723
0.46468;0.8028
0.48669;0.7047
0.50342;0.60268
0.5791;0.27306
0.59574;0.15534
0.6195;0.25266
0.63866;0.34605
0.65562;0.43551
0.67797;0.52106
0.69453;0.60268
0.7111;0.68037
0.72831;0.75414
0.74439;0.82399
0.7608;0.88991
0.77737;0.88991
0.79393;0.95191
0.81227;1.00999
0.83876;1.06414
0.8562;1.11437
0.87277;1.16067
0.89376;1.20305
0.91046;1.2415
0.93173;1.27603
0.94829;1.30664
0.96704;1.33332
0.99174;1.35608
1.00857;1.37492
1.02522;1.38983
1.13274;1.40552
1.15897;1.39689
1.18385;1.36785
1.20271;1.34745
1.22084;1.32312
1.23741;1.32312
1.26329;1.26269
1.28031;1.22659
1.3001;1.18656
1.32506;1.14262
1.34196;1.09474
1.35989;1.09474
1.37646;1.04295
1.49914;0.64976
1.53338;0.48731
1.55424;0.40019
1.5792;0.30916
1.59942;0.2142
1.61721;0.2933
1.63504;0.36849
1.65238;0.43975
1.67895;0.50708
1.70514;0.62998
1.72308;0.68555
1.74055;0.73719
1.75989;0.73719
1.78351;0.82869
1.8033;0.86856
1.83343;0.90451
1.85213;0.93653
1.8707;0.96462
1.88768;0.98879
1.90534;1.00904
1.92247;1.02537
1.9431;1.03777
1.96146;1.04624
1.98912;1.05079
2.00798;1.05142
2.0252;1.04812
2.04275;1.0409
2.0629;1.02976
2.08135;1.01469
2.09891;1.01469
2.11631;0.9957
2.1411;0.94594
2.161;0.91518
2.17837;0.91518
2.19689;0.88049
2.21513;0.84188
2.23337;0.79934
2.25198;0.75288
2.26872;0.7025
2.29334;0.64819
2.31271;0.58996
2.32966;0.5278
2.34787;0.46172
2.3661;0.39172
2.38892;0.31779
2.40589;0.23994
2.42419;0.30536
2.45272;0.36685
2.47507;0.42443
2.49383;0.47808
2.51172;0.5278
2.52929;0.5736
2.5463;0.61548
2.56705;0.65343
2.58438;0.68746
2.60881;0.71757
2.65437;0.766
2.67252;0.78434
2.68959;0.79874
2.70646;0.80923
2.72367;0.81579
2.74356;0.81843
2.77276;0.81714
2.79168;0.81193
2.81041;0.80279
2.83121;0.78973
2.85151;0.77275
2.87079;0.75184
2.89069;0.72701
2.91118;0.69826
3.04135;0.3871
3.06472;0.32695
3.10216;0.19489
3.11922;0.19489
3.13828;0.25242
3.15644;0.30603
3.17589;0.35572
3.19731;0.40148
3.217;0.44332
3.24398;0.51523
3.2654;0.5453
3.29311;0.57144
3.31367;0.59366
3.33508;0.61195
3.35464;0.62633
3.37286;0.63677
3.39852;0.6433
3.44763;0.63932
3.46532;0.63015
3.48435;0.61705
3.50237;0.60003
3.52226;0.57909
3.54127;0.55422
3.5851;0.49271
3.6063;0.45607
3.62453;0.4155
3.64324;0.37101
3.66348;0.3226
3.68201;0.27027
3.70294;0.214
3.73133;0.26215
3.75011;0.30638
3.76843;0.34668
3.78611;0.38305
3.81312;0.4155
3.83383;0.44403
3.85404;0.46863
3.88322;0.50607
3.90305;0.5189
3.92148;0.52781
3.94131;0.53279
3.99002;0.53099
4.0093;0.5242
4.03638;0.51349
4.05721;0.49885
4.07889;0.48029
4.09866;0.45781
4.11613;0.4314
4.13361;0.40107
4.15282;0.36681
4.17084;0.32863
4.19757;0.28653
4.21821;0.2405
4.23926;0.28046
4.25812;0.3165
4.27621;0.34861
4.29417;0.3768
4.31357;0.40107
4.34242;0.43783
4.38037;0.45889
4.40021;0.46354
4.41929;0.46354
4.44966;0.46105
4.47138;0.45393
4.48983;0.44288
4.51287;0.4279
4.5396;0.40901
4.55924;0.38618
4.57723;0.35944
4.59698;0.32877
4.61522;0.29417
4.63313;0.25565
4.65488;0.21321
4.67596;0.25031
4.70228;0.31272
4.72246;0.33804
4.73962;0.33804
4.75786;0.35944
4.88653;0.39934
4.92453;0.37543
4.94485;0.35759
4.96328;0.33582
4.984;0.31013
5.00143;0.28051
5.01892;0.28051
5.04166;0.23339
5.07174;0.23068
5.09186;0.23014
5.10981;0.23003
5.13088;0.23001
5.14923;0.23
5.16897;0.23
5.18695;0.23
5.20537;0.23
5.25198;0.23
5.31713;0.23
5.33656;0.23
5.45658;0.23
5.49422;0.23
5.51419;0.23
5.53271;0.23
5.55028;0.23
5.56907;0.23
5.58731;0.23
5.61099;0.23
5.65159;0.23
5.671;0.23
5.68899;0.23
5.70728;0.23
5.73109;0.23
5.75118;0.23
5.86923;0.23
5.90347;0.23
5.92626;0.23
5.94575;0.23
5.97791;0.23
6.00423;0.23
6.02348;0.23
6.05016;0.23
6.07529;0.23
